platform,content_type,industry,posting_hour,caption_length,cta,influencer,reach,engagement
LinkedIn,Article,EdTech,18,152,0,0,35043,4.56
Facebook,Post,Sports,10,56,0,1,25666,4.8
Facebook,Image,Gaming,14,232,1,0,28281,4.24
Twitter,Thread,Healthcare,12,91,0,1,28204,5.15
YouTube,Video,Beauty,22,101,0,0,38250,6.08
LinkedIn,Post,RealEstate,10,141,1,1,41185,4.91
Facebook,Video,Sports,11,240,0,1,27690,4.44
LinkedIn,Post,Food,21,206,1,0,22985,4.88
Instagram,Reel,EdTech,23,71,0,0,20512,5.14
Facebook,Video,Gaming,18,154,0,1,37848,6.56
YouTube,Live,Beauty,18,115,1,0,35246,6.75
Twitter,Thread,Sports,19,138,0,0,36714,4.24
YouTube,Shorts,Sports,11,140,0,0,25512,5.9
YouTube,Video,Travel,12,144,0,1,37321,6.8
Facebook,Post,Fashion,20,151,1,0,26065,4.78
LinkedIn,Post,Healthcare,12,104,0,0,35378,4.23
Instagram,Post,RealEstate,7,79,1,1,35733,4.98
LinkedIn,Article,Fitness,23,106,1,1,27359,4.81
Instagram,Post,Entertainment,16,52,1,0,16450,3.65
Facebook,Image,Fashion,16,224,0,1,30687,4.33
Twitter,Tweet,Fashion,21,123,0,0,31517,3.47
Facebook,Post,Travel,9,126,0,1,24598,4.1
Twitter,Thread,Beauty,23,97,0,1,30094,4.43
Facebook,Post,Beauty,18,58,0,1,42741,5.92
Twitter,Tweet,Travel,17,141,0,0,14527,3.07
YouTube,Live,Sports,8,117,1,0,29217,5.71
LinkedIn,Article,FinTech,6,71,1,1,30566,5.57
Twitter,Tweet,Travel,15,115,1,0,18487,3.18
Facebook,Image,Fitness,10,59,0,1,19325,3.71
Twitter,Tweet,FinTech,19,55,1,0,18655,4.43
Instagram,Reel,Fitness,15,154,1,1,34783,6.88
Instagram,Reel,Fitness,22,122,1,1,31361,6.37
LinkedIn,Article,Entertainment,19,230,1,0,24255,5.31
YouTube,Video,Entertainment,16,118,1,0,36203,6.65
Instagram,Image,Gaming,21,104,0,0,33814,4.13
Twitter,Tweet,Tech,6,147,1,1,22424,3.79
Facebook,Post,Sports,22,249,0,1,18634,3.55
LinkedIn,Post,Fitness,15,168,1,0,17052,3.65
YouTube,Video,Entertainment,6,225,1,1,31749,7.07
Facebook,Image,Travel,16,104,0,1,40071,4.82
LinkedIn,Post,Beauty,13,89,1,0,31541,4.2
LinkedIn,Post,Gaming,12,127,0,1,26719,4.44
Facebook,Image,Fitness,8,116,1,1,29213,4.7
LinkedIn,Post,FinTech,22,64,1,1,34104,4.55
YouTube,Shorts,Entertainment,11,65,0,1,29916,5.83
Instagram,Reel,Entertainment,6,120,1,0,28123,6.38
LinkedIn,Post,Healthcare,23,63,0,1,21773,4.21
YouTube,Shorts,Entertainment,6,64,1,1,41235,7.08
YouTube,Shorts,Travel,16,183,1,0,28791,6.25
Facebook,Post,Tech,18,183,1,1,33031,6.18
Twitter,Thread,Food,10,198,0,1,27088,4.24
Instagram,Reel,Healthcare,12,87,1,0,39669,5.65
Twitter,Thread,Healthcare,14,85,0,0,20423,4.14
Twitter,Tweet,Healthcare,17,94,0,0,25884,2.95
YouTube,Live,Tech,8,226,1,0,37587,5.68
Facebook,Video,Travel,20,177,1,0,26342,6.27
LinkedIn,Post,Food,13,182,1,0,23341,4.22
Facebook,Image,Tech,16,213,1,0,24524,3.99
Twitter,Tweet,RealEstate,15,173,1,1,22421,4.86
Twitter,Thread,Beauty,17,180,0,1,38091,4.31
Twitter,Thread,Food,18,209,0,1,40689,5.63
YouTube,Live,Tech,13,212,0,0,45020,6.42
YouTube,Shorts,Beauty,9,118,1,0,46858,5.71
YouTube,Live,FinTech,19,186,1,1,36618,8.22
Instagram,Post,Travel,6,131,1,0,22664,4.05
LinkedIn,Article,Travel,9,61,1,1,37625,4.72
YouTube,Video,Beauty,22,152,1,0,29285,6.93
YouTube,Live,Healthcare,6,66,1,0,39790,5.44
Twitter,Tweet,Healthcare,20,52,0,0,29409,3.48
YouTube,Video,RealEstate,9,141,1,0,42056,6.53
Facebook,Image,Gaming,7,145,0,0,24357,3.49
Twitter,Thread,Healthcare,6,137,1,0,24057,3.39
Facebook,Post,Beauty,10,238,0,1,32900,4.44
Instagram,Reel,Entertainment,10,220,0,0,35918,5.39
Instagram,Reel,Entertainment,21,250,0,0,33014,5.99
LinkedIn,Post,Fashion,11,111,0,0,31812,4.04
YouTube,Live,Healthcare,7,133,1,1,53165,6.31
Facebook,Image,Tech,10,248,0,0,28005,3.48
LinkedIn,Article,FinTech,8,68,1,1,39721,5.57
Instagram,Post,Beauty,12,139,0,1,28524,5.46
LinkedIn,Post,Fashion,23,77,0,0,16476,2.92
LinkedIn,Article,Fitness,21,99,1,0,26474,5.18
Instagram,Image,Food,6,165,1,1,38428,5.18
Instagram,Post,Entertainment,10,211,1,0,27733,4.33
Instagram,Carousel,Fashion,15,135,0,1,33276,4.74
Instagram,Post,EdTech,6,162,1,1,38294,5.42
LinkedIn,Article,Beauty,15,63,0,0,18311,3.19
Twitter,Thread,RealEstate,6,83,0,0,24401,3.21
Twitter,Thread,EdTech,16,95,1,0,29731,3.42
LinkedIn,Article,Food,17,81,0,1,28372,4.45
LinkedIn,Post,Fashion,6,244,0,0,20745,3.41
LinkedIn,Article,FinTech,21,76,0,1,27231,5.84
Twitter,Thread,Food,11,108,1,0,25934,4.84
LinkedIn,Article,EdTech,15,183,1,0,19699,4.18
LinkedIn,Post,Travel,6,97,0,1,34093,4.02
LinkedIn,Article,RealEstate,6,99,0,1,27175,4.64
Facebook,Post,Fitness,16,185,1,1,32308,4.44
Facebook,Image,EdTech,8,224,0,0,18987,3.18
LinkedIn,Post,RealEstate,10,104,1,0,30854,3.95
Facebook,Image,RealEstate,23,172,0,1,28531,4.25
Facebook,Post,Fitness,7,82,0,1,31138,3.88
Twitter,Tweet,Beauty,12,153,1,1,29378,4.53
Facebook,Post,Travel,22,146,1,0,27019,3.52
Twitter,Thread,Entertainment,9,106,1,1,35924,4.83
LinkedIn,Post,Entertainment,11,202,1,1,29639,4.98
Twitter,Thread,Healthcare,15,89,0,0,22273,2.76
YouTube,Live,RealEstate,18,77,1,1,42308,8.07
Facebook,Post,EdTech,22,58,0,0,19434,3.26
Instagram,Post,Beauty,11,125,1,1,22102,4.27
LinkedIn,Article,RealEstate,9,68,1,0,32388,3.77
LinkedIn,Article,Tech,18,140,0,0,37286,4.53
Twitter,Thread,Healthcare,6,167,1,0,19235,3.48
Facebook,Video,FinTech,14,143,1,0,40600,5.18
Facebook,Image,Food,16,158,1,0,24578,3.64
YouTube,Video,EdTech,12,63,1,1,37554,7.38
LinkedIn,Article,Tech,19,239,1,1,26003,6.47
LinkedIn,Post,FinTech,15,116,0,1,28384,4.69
YouTube,Shorts,Healthcare,12,180,0,1,48994,7.76
YouTube,Video,Sports,15,214,0,1,44363,5.73
LinkedIn,Post,Healthcare,7,182,0,0,28760,3.23
Instagram,Post,Entertainment,22,157,1,1,42442,4.93
LinkedIn,Article,Beauty,19,184,1,0,21984,5.36
Twitter,Tweet,Beauty,8,74,1,1,26532,4.14
Instagram,Carousel,Gaming,21,221,0,1,36878,5.75
Instagram,Image,FinTech,23,222,1,1,44618,5.06
Instagram,Image,Sports,14,69,0,1,37647,4.87
YouTube,Live,RealEstate,16,218,0,0,41624,5.14
LinkedIn,Post,Gaming,8,129,0,0,25420,2.82
LinkedIn,Post,Food,17,70,0,0,24466,3.09
LinkedIn,Post,RealEstate,20,57,0,0,31767,4.44
LinkedIn,Article,RealEstate,14,107,0,0,17547,4.54
LinkedIn,Post,Food,18,59,0,0,29013,4.0
LinkedIn,Article,RealEstate,20,95,1,0,26791,5.41
LinkedIn,Post,Beauty,8,52,1,1,33412,4.89
Instagram,Image,RealEstate,10,238,1,1,32973,5.47
Facebook,Post,Food,7,149,1,0,30628,3.68
YouTube,Video,FinTech,17,195,1,1,40103,6.91
Instagram,Post,Food,22,227,1,0,18832,4.08
Facebook,Image,Food,18,58,1,0,34181,4.44
Instagram,Post,EdTech,20,86,0,1,26268,5.62
LinkedIn,Post,Gaming,8,78,0,1,22709,4.3
LinkedIn,Article,Fashion,19,91,1,1,45427,6.56
LinkedIn,Article,Fitness,7,195,1,1,27348,4.99
LinkedIn,Article,Healthcare,14,181,0,1,33558,5.29
Instagram,Reel,Gaming,19,178,1,1,44284,7.17
Twitter,Thread,FinTech,10,128,1,1,36625,5.08
YouTube,Video,Fitness,13,214,1,0,51249,6.57
YouTube,Live,FinTech,10,146,0,0,40926,5.39
Twitter,Tweet,RealEstate,17,234,1,1,24612,4.16
Facebook,Post,Beauty,12,165,0,0,21939,3.77
Twitter,Tweet,Beauty,19,132,0,1,26383,4.82
Instagram,Carousel,Fitness,14,155,1,1,31509,5.86
LinkedIn,Article,Gaming,13,226,1,0,25481,4.54
YouTube,Live,Sports,9,103,0,0,45106,6.14
Facebook,Image,Food,11,74,0,0,26875,3.79
YouTube,Live,EdTech,6,127,1,0,37354,5.64
Instagram,Reel,EdTech,13,101,1,1,53196,6.93
YouTube,Live,FinTech,21,211,1,1,46289,7.94
Instagram,Carousel,Healthcare,10,200,0,0,25563,3.37
Instagram,Carousel,FinTech,20,53,1,1,53211,7.0
LinkedIn,Post,RealEstate,23,132,0,1,28287,3.88
YouTube,Live,Fashion,8,107,0,0,27824,5.64
YouTube,Shorts,Entertainment,15,209,0,0,41813,5.72
YouTube,Video,Fashion,13,190,0,0,42385,5.7
Facebook,Image,Beauty,12,110,1,1,39339,4.96
Facebook,Video,Gaming,8,126,0,1,31309,4.52
Twitter,Tweet,Healthcare,15,143,1,0,28282,2.95
LinkedIn,Post,Beauty,9,215,0,0,17340,1.86
YouTube,Live,Food,10,198,0,0,43896,5.72
Instagram,Post,Entertainment,22,198,1,0,35496,4.82
Facebook,Image,Fashion,7,224,0,0,20494,3.26
Facebook,Image,Entertainment,10,217,1,1,31514,4.13
YouTube,Video,Sports,7,73,1,1,26678,6.74
YouTube,Live,FinTech,15,244,1,1,30467,6.82
Facebook,Post,Food,10,118,1,0,27812,3.29
YouTube,Shorts,Beauty,14,171,1,0,29995,6.94
YouTube,Video,Beauty,12,70,0,0,35692,6.42
Instagram,Reel,Fitness,15,214,0,1,40576,5.34
Facebook,Image,Food,8,57,0,1,21975,4.49
Instagram,Image,Healthcare,18,102,0,0,41953,5.31
Facebook,Post,Beauty,15,122,0,1,40418,4.96
Twitter,Thread,RealEstate,23,206,1,0,35675,4.95
Twitter,Thread,Entertainment,11,194,1,0,23681,3.44
LinkedIn,Post,Sports,21,143,0,0,40472,5.33
LinkedIn,Post,Fitness,6,184,0,1,33988,3.86
Facebook,Image,Fitness,18,138,0,0,27020,4.16
YouTube,Video,Travel,9,131,0,0,23397,5.63
YouTube,Shorts,Fitness,17,120,1,0,36038,5.77
Instagram,Image,RealEstate,16,218,0,1,31375,4.66
LinkedIn,Post,Sports,7,244,1,1,25210,3.97
Instagram,Post,Beauty,23,162,1,0,22710,3.9
Facebook,Image,Entertainment,22,115,1,0,21536,4.21
Facebook,Post,Beauty,7,94,0,0,19281,3.18
Twitter,Tweet,Fitness,10,111,0,1,24297,3.86
Facebook,Post,Sports,6,161,0,1,27227,4.39
Instagram,Image,Tech,7,180,0,0,26379,3.97
Instagram,Image,Fashion,18,75,1,0,29845,4.54
LinkedIn,Post,Sports,15,199,0,0,26328,3.23
LinkedIn,Article,Tech,15,216,1,1,34660,4.99
Facebook,Image,Fitness,14,54,0,0,30619,3.87
LinkedIn,Post,Beauty,9,142,1,0,20293,3.92
Twitter,Tweet,Healthcare,10,142,0,1,21799,3.32
YouTube,Live,Sports,14,248,0,1,50283,6.69
Facebook,Image,Fashion,11,207,0,1,26590,3.43
LinkedIn,Article,Sports,23,137,0,0,26600,3.38
Instagram,Reel,Travel,12,189,1,1,61002,7.43
YouTube,Live,EdTech,20,202,1,0,32171,7.15
LinkedIn,Article,Travel,8,189,0,1,34654,4.06
Instagram,Image,Gaming,9,211,0,0,20460,3.31
LinkedIn,Post,Entertainment,20,200,0,1,17185,4.6
Twitter,Thread,Sports,8,225,1,0,20449,3.35
Instagram,Carousel,Sports,9,162,0,1,37836,4.66
YouTube,Shorts,FinTech,11,74,1,1,33841,6.53
Facebook,Video,Sports,20,132,0,0,34066,5.65
Facebook,Video,Gaming,9,97,0,1,23628,4.97
Instagram,Reel,EdTech,16,196,0,1,46333,5.83
LinkedIn,Post,Beauty,13,137,0,0,17301,3.49
YouTube,Shorts,Entertainment,14,53,1,1,51627,7.91
YouTube,Live,Food,10,108,1,0,42762,6.31
Instagram,Carousel,Sports,19,129,0,0,32537,4.83
YouTube,Video,Beauty,22,126,0,1,44994,6.73
LinkedIn,Article,Tech,20,216,0,1,40306,5.72
Twitter,Tweet,Healthcare,10,51,1,1,32559,4.52
LinkedIn,Article,Fitness,14,140,0,0,17733,4.06
Facebook,Post,Healthcare,14,192,0,1,39819,4.8
YouTube,Live,EdTech,18,182,1,1,38719,8.09
Facebook,Video,Tech,12,78,1,0,25624,4.92
Instagram,Carousel,Fitness,7,189,0,0,20560,3.22
Instagram,Reel,Fashion,15,53,1,1,37077,6.49
Twitter,Thread,EdTech,8,156,0,1,29950,4.82
LinkedIn,Post,Fitness,16,104,1,1,43031,4.97
Twitter,Thread,Travel,6,181,0,0,18949,2.8
YouTube,Live,Beauty,23,74,1,0,32525,6.52
Instagram,Image,RealEstate,22,187,0,1,26628,4.37
Facebook,Post,Fashion,15,147,0,1,24968,4.44
Facebook,Video,Food,19,183,1,0,40834,5.34
YouTube,Shorts,EdTech,7,103,0,0,33465,5.56
Facebook,Image,Tech,7,129,1,0,29390,3.83
Twitter,Thread,Fitness,11,147,1,1,27757,4.21
YouTube,Video,Food,17,193,0,0,31666,5.74
Facebook,Image,Fitness,22,75,1,1,38581,5.24
Instagram,Image,Entertainment,8,114,0,0,21790,3.43
Twitter,Thread,Healthcare,7,200,1,1,30643,5.34
YouTube,Live,Sports,8,234,0,0,32056,5.42
Instagram,Post,EdTech,8,234,1,1,22994,5.34
Facebook,Post,Food,20,98,0,1,18994,4.51
LinkedIn,Article,Travel,18,98,1,0,47130,6.27
Instagram,Image,Tech,20,220,0,0,38805,5.3
LinkedIn,Post,EdTech,12,208,1,1,26459,4.99
YouTube,Live,Travel,9,213,1,0,31290,5.21
YouTube,Video,Sports,20,121,1,1,40392,8.32
Twitter,Thread,Healthcare,10,145,0,1,22258,3.72
Facebook,Post,Entertainment,13,156,1,0,29484,4.48
Facebook,Post,Fashion,11,75,1,1,22869,4.86
Twitter,Tweet,RealEstate,7,205,1,0,21565,2.92
LinkedIn,Post,Sports,23,150,0,0,17276,3.45
Instagram,Carousel,Gaming,17,226,1,1,28996,5.32
LinkedIn,Article,Healthcare,12,151,1,1,29619,6.09
Facebook,Image,Gaming,6,183,0,1,17760,4.2
YouTube,Live,Tech,14,249,0,0,43779,5.53
YouTube,Video,Food,18,121,1,0,38872,7.59
YouTube,Live,Sports,16,149,0,0,38203,5.39
LinkedIn,Post,Entertainment,19,84,1,1,36878,5.14
YouTube,Live,Healthcare,11,154,1,0,26728,6.54
Twitter,Tweet,Healthcare,8,155,1,1,24551,5.14
Facebook,Image,Entertainment,20,216,1,1,37108,5.88
Instagram,Image,Food,21,172,0,0,39460,5.56
LinkedIn,Post,FinTech,20,237,1,1,35112,5.74
Twitter,Tweet,Tech,18,88,1,0,29655,4.35
Instagram,Post,FinTech,7,59,1,0,23246,3.75
Facebook,Video,Sports,23,198,0,1,35540,5.65
Facebook,Video,RealEstate,17,157,0,0,16079,3.69
YouTube,Shorts,Beauty,9,239,1,0,37004,6.29
YouTube,Live,Tech,20,106,1,0,50876,6.98
LinkedIn,Article,FinTech,15,126,1,1,34007,4.92
Instagram,Image,Tech,14,166,0,0,37586,4.51
Twitter,Tweet,Gaming,19,89,0,1,30024,4.85
YouTube,Shorts,Beauty,18,109,1,1,48814,8.04
Twitter,Tweet,Healthcare,18,148,0,1,26097,5.45
Facebook,Post,Fitness,6,165,1,1,21363,5.34
Instagram,Image,Fashion,12,180,0,0,18367,4.36
Twitter,Thread,EdTech,23,215,0,0,27472,3.04
Twitter,Tweet,Tech,21,214,1,0,36277,4.3
Facebook,Post,Gaming,8,156,1,1,19366,4.73
YouTube,Live,Fitness,10,193,0,0,25295,5.63
LinkedIn,Article,Gaming,19,71,1,1,26804,5.9
LinkedIn,Article,Gaming,19,96,1,1,53122,6.59
Instagram,Image,FinTech,23,185,0,0,29166,3.53
Facebook,Image,RealEstate,22,117,0,0,18795,2.51
Twitter,Tweet,Tech,18,246,1,1,31438,5.13
LinkedIn,Post,Tech,12,130,1,0,31132,3.9
Twitter,Tweet,Entertainment,16,126,1,0,19616,3.27
YouTube,Video,Gaming,14,149,1,0,46162,7.36
Twitter,Thread,Tech,9,178,0,1,28011,4.4
Instagram,Post,FinTech,9,235,0,0,25094,3.16
Twitter,Thread,Tech,18,148,0,0,21440,4.59
Instagram,Reel,RealEstate,13,226,1,1,45753,6.76
Facebook,Video,EdTech,10,113,1,1,25211,5.63
Instagram,Image,Fashion,11,116,1,1,27858,5.23
Instagram,Carousel,Entertainment,6,93,1,1,42985,5.48
Instagram,Image,Fashion,8,98,1,1,26150,4.99
Facebook,Post,Entertainment,16,74,1,1,29495,5.36
YouTube,Live,FinTech,19,127,1,0,56241,7.56
Facebook,Post,EdTech,22,207,1,1,32525,4.42
Facebook,Image,Entertainment,12,232,0,1,37757,5.68
Instagram,Post,Fashion,15,110,0,1,39063,4.63
YouTube,Live,Food,20,60,0,1,47863,7.37
YouTube,Video,Beauty,10,107,1,0,26723,6.66
LinkedIn,Post,Tech,9,218,0,0,28292,3.83
LinkedIn,Article,Beauty,7,148,1,1,29713,5.09
Facebook,Video,Fashion,10,214,1,1,38762,5.3
Instagram,Image,FinTech,23,240,1,1,25207,4.93
YouTube,Live,Healthcare,16,104,1,0,48162,6.29
Twitter,Tweet,FinTech,20,237,1,0,26998,5.01
Instagram,Reel,Food,8,115,0,0,37886,5.03
Twitter,Thread,RealEstate,15,81,0,1,30722,4.34
Facebook,Image,Fitness,7,228,1,1,33834,5.3
Facebook,Video,Entertainment,12,107,1,1,34263,5.97
YouTube,Video,Food,11,73,0,1,41400,6.91
LinkedIn,Article,Tech,16,174,0,0,26035,3.48
Instagram,Image,Fashion,16,157,0,1,36339,4.67
Instagram,Carousel,Food,13,88,0,1,31247,5.05
LinkedIn,Article,Sports,18,79,1,1,24954,6.28
LinkedIn,Post,Entertainment,7,60,1,1,27543,4.35
Instagram,Post,EdTech,21,103,1,0,34037,5.74
Twitter,Thread,Food,9,108,0,1,24098,4.01
Instagram,Reel,Sports,16,64,0,0,31935,4.5
Facebook,Image,Healthcare,10,87,0,0,22386,4.05
Instagram,Image,RealEstate,16,229,0,0,29209,3.89
Twitter,Tweet,Tech,11,208,1,0,13743,2.35
Facebook,Video,Tech,12,247,1,1,24706,5.87
YouTube,Shorts,Fashion,20,222,0,1,37906,6.98
Twitter,Thread,Healthcare,13,80,1,0,26949,4.02
Twitter,Thread,FinTech,15,186,1,1,27863,3.54
Twitter,Tweet,EdTech,22,64,1,1,34538,4.25
Facebook,Image,Fashion,7,228,1,0,17024,3.24
Instagram,Image,Gaming,18,170,1,1,41735,6.22
Facebook,Post,Fashion,9,83,0,0,12951,2.55
Facebook,Image,Beauty,16,210,0,1,28581,4.23
Twitter,Thread,Entertainment,17,124,1,0,29978,3.63
LinkedIn,Article,Food,23,182,1,0,29249,4.7
Instagram,Image,FinTech,23,171,1,1,39448,5.56
Instagram,Post,Fitness,10,149,0,1,31689,4.81
Instagram,Image,RealEstate,10,76,0,0,25741,3.37
Twitter,Thread,Tech,12,63,0,1,25587,5.69
Facebook,Video,FinTech,12,101,1,1,30008,5.48
LinkedIn,Post,Healthcare,21,198,0,1,25794,4.64
LinkedIn,Post,Entertainment,10,228,1,0,26437,3.47
Facebook,Post,FinTech,13,85,1,1,46450,6.2
Instagram,Image,Sports,8,158,0,1,22693,4.42
Facebook,Image,EdTech,9,72,1,1,31466,4.63
LinkedIn,Article,Fitness,10,223,1,1,30081,4.52
Instagram,Reel,Gaming,23,73,0,1,26144,6.18
Twitter,Thread,RealEstate,21,109,0,1,44058,5.88
LinkedIn,Article,Fitness,20,98,1,0,23689,5.62
Instagram,Carousel,RealEstate,11,222,1,0,21092,3.75
Instagram,Reel,EdTech,8,163,1,1,50593,6.02
Facebook,Video,Sports,15,101,1,0,22162,3.98
LinkedIn,Post,Fashion,11,203,0,1,19710,4.03
Facebook,Video,Gaming,23,158,1,1,30143,5.07
Twitter,Thread,Gaming,22,247,0,1,19974,3.83
Facebook,Image,Healthcare,15,183,0,1,30337,4.03
LinkedIn,Post,Fashion,6,226,1,0,20001,3.3
LinkedIn,Article,Fashion,22,170,0,0,25447,3.38
Facebook,Video,EdTech,14,149,1,0,23297,5.29
Twitter,Thread,EdTech,16,247,0,0,17388,3.33
LinkedIn,Post,Healthcare,19,196,1,1,47895,5.58
Twitter,Thread,FinTech,10,113,1,0,23505,3.87
Facebook,Video,EdTech,8,113,0,0,18350,3.6
Twitter,Tweet,Beauty,18,225,1,1,23003,5.54
Twitter,Tweet,Tech,14,144,0,1,35307,4.46
Twitter,Thread,RealEstate,22,92,1,0,27996,3.2
YouTube,Video,FinTech,14,106,0,0,45634,6.5
YouTube,Video,EdTech,16,150,0,0,34717,5.15
LinkedIn,Article,Gaming,7,126,1,0,21663,4.14
LinkedIn,Post,Food,10,227,1,1,26812,4.97
Twitter,Tweet,Gaming,7,115,1,1,21935,4.67
Instagram,Post,EdTech,15,168,1,1,43617,5.01
Instagram,Image,Sports,12,68,0,1,37583,4.96
Facebook,Post,Food,21,146,1,0,33369,5.28
Twitter,Tweet,Food,11,115,0,1,26263,4.07
Instagram,Carousel,Beauty,21,213,1,0,26734,4.95
YouTube,Video,Gaming,9,90,1,1,40295,6.68
YouTube,Live,Food,22,68,1,0,32918,5.17
YouTube,Video,EdTech,20,138,1,0,46371,7.26
LinkedIn,Post,Beauty,19,170,0,0,27516,4.17
YouTube,Shorts,Beauty,14,183,0,0,39771,6.55
Facebook,Post,Tech,8,149,1,1,31312,4.84
YouTube,Live,Gaming,16,67,0,0,31546,6.03
Instagram,Image,Sports,10,178,0,1,27768,4.22
LinkedIn,Article,Sports,21,51,0,1,50792,6.26
Twitter,Tweet,Fitness,10,219,0,0,15830,2.59
Twitter,Tweet,Gaming,17,246,0,0,21637,3.11
Twitter,Thread,Gaming,10,101,1,1,32419,4.22
LinkedIn,Post,EdTech,6,129,1,1,26686,4.59
YouTube,Shorts,Healthcare,17,85,1,0,32832,5.21
Instagram,Reel,Food,16,72,0,1,38169,5.69
Twitter,Tweet,Travel,23,181,0,1,25490,3.98
LinkedIn,Post,Healthcare,22,71,1,0,16335,3.29
LinkedIn,Article,Fitness,11,78,0,1,30967,4.18
Twitter,Thread,RealEstate,7,91,0,0,22786,3.64
YouTube,Live,Gaming,17,161,0,1,37883,6.46
LinkedIn,Article,RealEstate,23,228,0,1,31381,4.4
Instagram,Image,FinTech,23,106,0,1,29991,4.52
LinkedIn,Article,Healthcare,12,122,1,1,29997,6.75
Facebook,Post,RealEstate,10,160,1,1,38441,5.16
Twitter,Thread,Entertainment,8,77,1,1,32027,5.27
Instagram,Post,Fitness,18,128,0,1,35347,5.87
Twitter,Thread,Gaming,6,245,0,1,37262,4.37
Facebook,Video,Healthcare,18,74,1,1,25702,5.74
Twitter,Thread,Beauty,6,88,1,1,35980,4.53
Facebook,Post,FinTech,6,78,1,1,30711,4.51
LinkedIn,Post,Fashion,21,124,1,1,28773,4.95
YouTube,Live,Beauty,23,118,0,1,37447,6.04
LinkedIn,Post,Entertainment,23,55,1,1,22503,3.71
LinkedIn,Article,Tech,17,138,1,0,25014,4.08
LinkedIn,Article,Entertainment,20,197,1,0,32753,5.63
LinkedIn,Article,Fashion,12,216,0,0,37062,4.64
Facebook,Image,Sports,21,153,0,0,29916,4.57
YouTube,Shorts,Sports,21,102,1,1,46965,7.81
Twitter,Thread,Healthcare,19,125,1,0,31401,4.23
Instagram,Post,Travel,13,118,0,1,23330,4.4
YouTube,Live,Healthcare,20,247,1,0,32032,6.69
Twitter,Thread,Gaming,12,122,1,0,22351,4.04
Facebook,Image,Fitness,9,148,0,1,29246,4.14
YouTube,Shorts,Tech,11,247,1,0,26117,5.59
Facebook,Post,FinTech,21,101,0,1,41929,5.54
Facebook,Post,FinTech,19,198,0,0,31974,4.31
Instagram,Post,Tech,23,226,1,0,25669,4.0
Instagram,Image,Gaming,8,213,1,1,37519,5.46
Instagram,Carousel,Healthcare,23,104,1,1,22659,4.53
Twitter,Thread,Gaming,6,174,0,1,17187,4.47
Twitter,Thread,Travel,11,190,1,0,15404,3.79
LinkedIn,Article,Travel,21,227,1,1,38631,6.17
Facebook,Image,EdTech,7,54,1,1,38623,5.05
YouTube,Shorts,RealEstate,20,128,0,1,37227,8.05
Instagram,Reel,Beauty,6,103,1,0,23660,4.92
Twitter,Thread,EdTech,8,177,0,1,36082,4.23
Twitter,Thread,Beauty,21,214,0,0,35928,4.61
YouTube,Shorts,EdTech,9,70,1,1,27938,6.89
Facebook,Image,Food,18,228,1,0,40183,5.13
LinkedIn,Post,Entertainment,9,154,1,1,33820,4.61
Instagram,Carousel,Gaming,19,229,0,0,37480,5.43
Instagram,Post,Fashion,6,85,0,0,21993,2.89
LinkedIn,Post,Healthcare,18,110,1,1,34280,5.65
LinkedIn,Post,Entertainment,14,151,0,0,21873,3.24
Twitter,Thread,Fitness,20,195,1,0,27938,5.24
LinkedIn,Post,RealEstate,20,144,1,1,38841,5.05
Instagram,Post,EdTech,8,106,0,0,24098,3.64
YouTube,Shorts,Fitness,9,222,1,1,25844,6.75
Facebook,Image,Sports,9,150,1,0,31381,3.41
Twitter,Tweet,Gaming,21,223,0,1,28805,4.42
Instagram,Carousel,Beauty,23,104,0,0,19395,3.31
YouTube,Video,Gaming,21,97,0,0,26895,7.13
Facebook,Image,Fashion,23,143,0,1,22230,4.19
Facebook,Image,Fashion,23,162,1,1,38834,4.95
Twitter,Tweet,EdTech,14,77,0,1,40141,5.07
Instagram,Carousel,Beauty,15,81,0,0,33260,3.61
YouTube,Shorts,Sports,11,90,0,1,38352,6.28
LinkedIn,Article,Sports,14,57,1,1,43718,5.89
LinkedIn,Post,Entertainment,10,84,0,1,30295,3.78
LinkedIn,Article,Fashion,23,98,0,1,33444,4.4
YouTube,Video,Food,13,95,0,0,39349,5.49
Facebook,Post,Travel,18,238,0,1,26319,5.77
Facebook,Image,Beauty,7,191,1,0,29094,3.55
YouTube,Video,Beauty,21,78,0,1,37680,7.77
LinkedIn,Article,FinTech,10,117,0,0,29841,3.19
LinkedIn,Article,Fitness,13,160,1,1,36092,5.87
LinkedIn,Article,Fitness,21,236,0,1,43827,5.5
YouTube,Video,Healthcare,6,229,1,1,49740,6.94
YouTube,Live,Sports,8,67,1,0,46527,6.35
Facebook,Post,Fitness,11,229,1,0,25370,4.02
Instagram,Post,Entertainment,21,96,1,0,22964,5.19
LinkedIn,Post,Fitness,11,156,0,0,14401,2.29
Facebook,Image,Beauty,12,97,0,0,30031,5.0
Facebook,Video,Fashion,13,187,1,0,41676,5.8
Facebook,Image,RealEstate,8,230,0,0,18180,3.49
Facebook,Image,FinTech,20,86,1,0,30457,4.6
Twitter,Tweet,FinTech,7,127,0,0,20806,2.75
Twitter,Tweet,Entertainment,6,53,1,1,29039,4.08
LinkedIn,Post,Entertainment,20,166,0,1,38933,5.71
LinkedIn,Post,Travel,13,246,0,0,32326,3.71
LinkedIn,Article,Fashion,13,81,1,1,29094,5.39
LinkedIn,Post,Sports,17,114,1,0,23851,3.31
